Service Point Name,Operations,Latitude,Longitude,Address,Location Details,total_capacity_kg,Service Point_x,total_kg,avg_kg,total_bags,avg_bags,Service Point_y,tasks_per_week,weekly_fill_pct,avg_fill_pct,container_count
Koos Meindersschool,Textile Collection,52.0619288,4.2470053,"Albardastraat 25, 2555 XP Den Haag, Netherlands",Koos Meindersschool,250.0,Koos Meindersschool,2611.16,68.71473684210525,560.0,14.736842105263158,Koos Meindersschool,0.9981238273921201,1.0,0.27485894736842104,1
Drielinden,Textile Collection,52.0727107,4.2695999,"4, 2e Braamstraat, Valkenboskwartier, Segbroek, The Hague, South Holland, Netherlands, 2563 HK, Netherlands",0,0.0,Drielinden,2032.54,56.45944444444444,434.0,12.055555555555555,Drielinden,0.9455909943714822,1.0,1.0,0
Tamarschool,Textile Collection,52.0505322,4.2790191,"Tamarschool, Maartensdijklaan, Morgenstond-Oost, Morgenstond, Escamp, The Hague, South Holland, Netherlands, 2541 VH, Netherlands",Tamarschool,250.0,Tamarschool,5044.91,132.7607894736842,1045.0,27.5,Tamarschool,0.9981238273921201,1.0,0.5310431578947369,1
OG Heldringschool,Textile Collection,52.0814934,4.2562471,"O.G. Heldringschool, Sperwerlaan, Vogelwijk, Segbroek, The Hague, South Holland, Netherlands, 2566 VM, Netherlands",OG Heldringschool,250.0,OG Heldringschool,6665.45,88.87266666666666,1429.0,18.558441558441558,OG Heldringschool,1.9962476547842403,1.0,0.3554906666666666,1
Nutsbasisschool Boldingh,Textile Collection,52.0843529,4.2762789,"2e Schuytstraat, Scheveningen, The Hague, South Holland, Netherlands, 2517 SB, Netherlands",Nutsbasisschool Boldingh,250.0,Nutsbasisschool Boldingh,3247.44,95.51294117647059,614.0,18.058823529411764,Nutsbasisschool Boldingh,0.8930581613508444,1.0,0.38205176470588237,1
Moskee Ondort Masumlar,Textile Collection,52.0636332,4.3053448,"On Dort Masumlar Cami, Fabritiusstraat, Vermeerkwartier, Centrum, The Hague, South Holland, Netherlands, 2525 VE, Netherlands",0,0.0,Moskee Ondort Masumlar,2601.3900000000003,520.278,549.0,109.8,Moskee Ondort Masumlar,0.13133208255159476,1.0,1.0,0
ISN Ahi Evran Den Haag,Textile Collection,52.0446433,4.2552951,"Isn Ahi Evran Camii Moskee, Vredeoord, Bouwlust, Escamp, The Hague, South Holland, Netherlands, 2544 TR, Netherlands",ISN Ahi Evran Den Haag,500.0,ISN Ahi Evran Den Haag,27390.87,355.7255844155844,5780.0,73.16455696202532,ISN Ahi Evran Den Haag,2.048780487804878,1.0,0.7114511688311689,2
HWW Zorg Moerwijk Den Haag,Textile Collection,52.0493474,4.3076631,"236, Twickelstraat, Moerwijk, Escamp, The Hague, South Holland, Netherlands, 2531 RE, Netherlands",0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
Stichting Educatie Integratie en Cultuur Hizan,Textile Collection,52.0367863,4.2584905,"Sporthal Zuidhaghe, 625H, Beresteinlaan, Bouwlust, Escamp, The Hague, South Holland, Netherlands, 2542 JR, Netherlands",0,0.0,Stichting Educatie Integratie en Cultuur Hizan,1806.21,225.77625,339.0,42.375,Stichting Educatie Integratie en Cultuur Hizan,0.2101313320825516,1.0,1.0,0
Widar,Textile Collection,52.0122974,4.3420854,"Widar, 2, De Meesterstraat, Agnetapark, Hof van Delft, Delft, South Holland, Netherlands, 2613 XB, Netherlands",Widar,250.0,Widar,4312.22,113.47947368421053,904.0,23.789473684210527,Widar,0.9981238273921201,1.0,0.45391789473684213,1
ISN Sultan Ahmet Delft,Textile Collection,51.9966338,4.3478678,"Sultan Ahmet Moskee, Componistenpad, Juniusbuurt, Buitenhof, Delft, South Holland, Netherlands, 2625 GB, Netherlands",ISN Sultan Ahmet Delft,250.0,ISN Sultan Ahmet Delft,9150.3,123.6527027027027,1935.0,25.460526315789473,ISN Sultan Ahmet Delft,1.9699812382739212,1.0,0.49461081081081076,1
Stichting Sein Cruquius,Textile Collection,52.3338077,4.6515107,"Cruquiushoeve, Spieringweg, Landgoed Wickevoort, Cruquius, Haarlemmermeer, North Holland, Netherlands, 2142 ED, Netherlands",Stichting Sein Cruquius,250.0,Stichting Sein Cruquius,2449.82,136.10111111111112,463.0,24.36842105263158,Stichting Sein Cruquius,0.4859287054409006,1.0,0.5444044444444445,1
Daltonschool de Vijfster,Textile Collection,51.9174806,4.5454009,"4, 1e Articuslaan, Fascinatio, Capelle aan den IJssel, South Holland, Netherlands, 2909 TB, Netherlands",Daltonschool de Vijfster,250.0,Daltonschool de Vijfster,6548.98,167.92256410256408,1333.0,34.17948717948718,Daltonschool de Vijfster,1.024390243902439,1.0,0.6716902564102564,1
SVS Voetbal,Textile Collection,51.9395378,4.5735768,"31, Capelseweg, Schenkel, Capelle aan den IJssel, South Holland, Netherlands, 2907 XA, Netherlands",0,0.0,SVS Voetbal,758.13,189.5325,148.0,37.0,SVS Voetbal,0.1050656660412758,1.0,1.0,0
Moskee Haci Bayram Bunschoten,Textile Collection,52.2453357,5.3598023,"HDV Haci Bayram moskee, 88, Bikkersweg, Bunschoten-Spakenburg, Bunschoten, Utrecht, Netherlands, 3752 WV, Netherlands",Moskee Haci Bayram Bunschoten,250.0,Moskee Haci Bayram Bunschoten,3328.16,97.8870588235294,634.0,18.114285714285714,Moskee Haci Bayram Bunschoten,0.9061913696060038,1.0,0.3915482352941176,1
Basisschool de Akker,Textile Collection,52.0756242,4.6653929,"RKBS De Akker, Populierenhof, Boskoop, Alphen aan den Rijn, South Holland, Netherlands, 2771 DG, Netherlands",Basisschool de Akker,250.0,Basisschool de Akker,7577.83,180.4245238095238,1434.0,32.59090909090909,Basisschool de Akker,1.129455909943715,1.0,0.7216980952380952,1
De Brielse Veste,Textile Collection,51.9020087,4.1618018,"vestingwerken van Brielle, Thoelaverweg, Brielle, Voorne aan Zee, South Holland, Netherlands, 3231 KD, Netherlands",De Brielse Veste,250.0,De Brielse Veste,5784.79,79.24369863013699,1254.0,16.72,De Brielse Veste,1.9437148217636024,1.0,0.31697479452054794,1
Van Dijckschool,Textile Collection,52.1362884,5.2086481,"van Dijckschool, Van Dijcklaan, Bilthoven, De Bilt, Utrecht, Netherlands, 3723 CE, Netherlands",Van Dijckschool,250.0,Van Dijckschool,4143.96,115.11,760.0,20.0,Van Dijckschool,0.9718574108818012,1.0,0.46044,1
De Sterrekijker,Textile Collection,52.4971566,4.6680592,"Fokkerlaan, Meerestein, Beverwijk, North Holland, Netherlands, 1945 VC, Netherlands",De Sterrekijker,250.0,De Sterrekijker,5055.9,133.04999999999998,1074.0,28.263157894736842,De Sterrekijker,0.9981238273921201,1.0,0.5321999999999999,1
ISN Aksemsettin Beverwijk,Textile Collection,52.4854826,4.6652617,"44, Zweedselaan, Oranjebuurt, Beverwijk, North Holland, Netherlands, 1947 HX, Netherlands",0,0.0,ISN Aksemsettin Beverwijk,2088.77,348.12833333333333,444.0,74.0,ISN Aksemsettin Beverwijk,0.1575984990619137,1.0,1.0,0
ISN Mescid-i Kuba Best,Textile Collection,51.505406,5.390617,"31, Michiel de Ruijterstraat, Naastenbest, Best, North Brabant, Netherlands, 5684 BK, Netherlands",ISN Mescid-i Kuba Best,250.0,ISN Mescid-i Kuba Best,7269.8,181.745,1371.0,33.4390243902439,ISN Mescid-i Kuba Best,1.0637898686679175,1.0,0.7269800000000001,1
ISN Ulu Bergen op zoom,Textile Collection,51.4863183,4.3049751,"ULU, Van Heelulaan, Warande, Bergen op Zoom, North Brabant, Netherlands, 4624 BM, Netherlands",ISN Ulu Bergen op zoom,500.0,ISN Ulu Bergen op zoom,23276.420000000002,318.8550684931507,5098.0,68.89189189189189,ISN Ulu Bergen op zoom,1.9305816135084428,1.0,0.6377101369863014,2
Dr Schaepschool Marijkesingel,Textile Collection,51.8497635,4.5492826,"Dr. Schaepmanschool (Marijkesingel), Ziedewijdsedijk, Oranjewijk, Barendrecht, South Holland, Netherlands, 2991 DL, Netherlands",0,0.0,Dr Schaepschool Marijkesingel,3006.0,81.24324324324324,669.0,17.605263157894736,Dr Schaepschool Marijkesingel,0.9849906191369606,1.0,1.0,0
T Vierschip,Textile Collection,51.5072971,3.6742764,"’t Vierschip, Oostgat, Arnemuiden, Middelburg, Zeeland, Netherlands, 4341 LE, Netherlands",T Vierschip,250.0,T Vierschip,3229.71,89.71416666666667,698.0,19.38888888888889,T Vierschip,0.9455909943714822,1.0,0.35885666666666666,1
Moskee Assalaam Apeldoorn,Textile Collection,52.2072184,5.9626591,"8, Tenderlaan, Apeldoorn, Gelderland, Netherlands, 7331 AJ, Netherlands",Moskee Assalaam Apeldoorn,250.0,Moskee Assalaam Apeldoorn,6523.19,181.19972222222222,1170.0,31.62162162162162,Moskee Assalaam Apeldoorn,0.9587242026266417,1.0,0.7247988888888889,1
Moskee Eyup Sultan Amsterdam,Textile Collection,52.3533992,4.9172612,"15D, Joubertstraat, Transvaalbuurt, Oost, Amsterdam, North Holland, Netherlands, 1091 XN, Netherlands",Moskee Eyup Sultan Amsterdam,250.0,Moskee Eyup Sultan Amsterdam,7121.4,97.55342465753424,1286.0,17.14666666666667,Moskee Eyup Sultan Amsterdam,1.9437148217636024,1.0,0.39021369863013694,1
Moskee Ayasofya milli gorus Amsterdam,Textile Collection,52.3661696,4.8603753,"Westermoskee, Van Speijkstraat, De Baarsjes, West, Amsterdam, North Holland, Netherlands, 1057 GK, Netherlands",0,0.0,Moskee Ayasofya milli gorus Amsterdam,17794.6,240.46756756756756,3243.0,42.671052631578945,Moskee Ayasofya milli gorus Amsterdam,1.9699812382739212,1.0,1.0,0
BSO Blauwe Lijn,Textile Collection,52.3153442,4.9714978,"Kopkewierpad, Bijlmer, Zuidoost, Amsterdam, North Holland, Netherlands, 1104 KX, Netherlands",0,0.0,BSO Blauwe Lijn,3033.47,84.26305555555555,599.0,16.18918918918919,BSO Blauwe Lijn,0.9587242026266417,1.0,1.0,0
Kringloopcentrum Zuidoost,Textile Collection,52.2952611,4.9443902,"24, Schepenbergweg, Amstel III, Zuidoost, Amsterdam, North Holland, Netherlands, 1105 AT, Netherlands",0,0.0,Kringloopcentrum Zuidoost,7474.39,196.69447368421052,1334.0,32.53658536585366,Kringloopcentrum Zuidoost,1.0375234521575984,1.0,1.0,0
ISN Emir Sultan Amsterdam,Textile Collection,52.4005092,4.9442164,"Emir Sultan Moskee, Savelsbos, Buikslotermeer, Noord, Zunderdorp, Amsterdam, North Holland, Netherlands, 1025 BL, Netherlands",0,0.0,ISN Emir Sultan Amsterdam,10187.86,141.49805555555557,1876.0,25.013333333333332,ISN Emir Sultan Amsterdam,1.9305816135084428,1.0,1.0,0
Stichting Islamitisch Centrum Nieuw West - Slotermeer,Textile Collection,52.3831359,4.8221709,"Stichting Saray, 152, Slotermeerlaan, Slotermeer, Nieuw-West, Amsterdam, North Holland, Netherlands, 1063 JW, Netherlands",Stichting Islamitisch Centrum Nieuw West - Slotermeer,250.0,Stichting Islamitisch Centrum Nieuw West - Slotermeer,6419.34,87.93616438356165,1157.0,15.426666666666666,Stichting Islamitisch Centrum Nieuw West - Slotermeer,1.9437148217636024,1.0,0.3517446575342466,1
Stichting Regenboog Amsterdam,Textile Collection,52.3820604,4.849425,"1, Sara Burgerhartstraat, Landlust, West, Amsterdam, North Holland, Netherlands, 1055 KV, Netherlands",0,0.0,Stichting Regenboog Amsterdam,3558.4,96.17297297297297,650.0,17.105263157894736,Stichting Regenboog Amsterdam,0.9849906191369606,1.0,1.0,0
ISN Haci Bayram Amsterdam,Textile Collection,52.3585461,4.7892965,"Haci Bayram Camii Osdorp, Baden Powellweg, De Punt, Nieuw-West, Sloten, Amsterdam, North Holland, Netherlands, 1069 LM, Netherlands",ISN Haci Bayram Amsterdam,1250.0,ISN Haci Bayram Amsterdam,44990.86,616.3131506849315,8212.0,109.49333333333334,ISN Haci Bayram Amsterdam,1.9437148217636024,1.0,0.49305052054794524,5
Stichting Kumbet Amsterdam,Textile Collection,52.3767565,4.8054454,"225-4, Burgemeester Röellstraat, Geuzenveld, Nieuw-West, Amsterdam, North Holland, Netherlands, 1067 ND, Netherlands",0,0.0,Stichting Kumbet Amsterdam,3339.31,87.87657894736842,610.0,15.64102564102564,Stichting Kumbet Amsterdam,1.0112570356472796,1.0,1.0,0
Stichting Islamic Relief Nederland,Textile Collection,52.3596204,4.9389266,"Gerardus Majellakerk, 4, Obiplein, Indische Buurt, Oost, Amsterdam, North Holland, Netherlands, 1094 RE, Netherlands",Stichting Islamic Relief Nederland,500.0,Stichting Islamic Relief Nederland,15766.05,213.05472972972973,2919.0,37.90909090909091,Stichting Islamic Relief Nederland,1.9831144465290809,1.0,0.42610945945945944,2
GBS de Regenboog,Textile Collection,52.1707166,5.3923404,"2, Reinaartpad, Schothorst, Amersfoort, Utrecht, Netherlands, 3813 KM, Netherlands",GBS de Regenboog,250.0,GBS de Regenboog,4751.63,128.42243243243243,862.0,22.102564102564102,GBS de Regenboog,0.9981238273921201,1.0,0.5136897297297297,1
OBS de Dubbelster,Textile Collection,52.1856738,5.3865201,"obs De Dubbelster, Bruggensingel-Zuid, Kattenbroek, Amersfoort, Utrecht, Netherlands, 3823 BL, Netherlands",OBS de Dubbelster,250.0,OBS de Dubbelster,6602.26,169.28871794871796,1117.0,28.641025641025642,OBS de Dubbelster,1.024390243902439,1.0,0.6771548717948719,1
Stichting Masjid El Fath,Textile Collection,52.1653164,5.4016733,"Moskee El Fath, 156, Zangvogelweg, Liendert, Amersfoort, Utrecht, Netherlands, 3815 DR, Netherlands",Stichting Masjid El Fath,500.0,Stichting Masjid El Fath,25105.39,330.3340789473684,4533.0,58.11538461538461,Stichting Masjid El Fath,2.0225140712945593,1.0,0.6606681578947369,2
De Fontein,Textile Collection,52.1208501,4.6496706,"P.C. Basisschool De Fontein, De Oude Wereld, Ecolonia, Alphen aan den Rijn, South Holland, Netherlands, 2408 JT, Netherlands",De Fontein,250.0,De Fontein,4902.15,67.15273972602739,885.0,11.8,De Fontein,1.9437148217636024,1.0,0.2686109589041096,1
ISN Alblasserdam,Textile Collection,51.8686868,4.6619392,"2, Anjerstraat, Alblasserdam, South Holland, Netherlands, 2951 BA, Netherlands",0,0.0,ISN Alblasserdam,3929.23,106.19540540540541,861.0,22.657894736842106,ISN Alblasserdam,0.9849906191369606,1.0,1.0,0
